date,hour,day_of_week,month,is_weekend,is_holiday,season,temperature,rainfall,weather,promotion,local_event,previous_hour_customers,previous_day_customers,predicted_customers,actual_customers,walk_in_customers,online_reservations,takeaway_orders,delivery_orders,average_order_value,total_sales,kitchen_load,table_utilization,chef_count,waiter_count,cashier_count,cleaner_count,ingredient_chicken_kg,ingredient_rice_kg,ingredient_oil_l,ingredient_onion_kg,ingredient_tomato_kg,ingredient_cheese_kg,ingredient_milk_l,inventory_cost,supplier_delay_days,food_wastage_kg,customer_satisfaction,created_at,hour_sin,hour_cos,day_sin,day_cos,rolling_average_customers,moving_average_sales,customer_growth_rate,inventory_utilization,staff_efficiency,sales_per_customer
2024-02-23 00:00:00,5,4,2,False,False,Winter,17.8,1.46,Sunny,False,,27,1495,20,32,13,6,6,7,348.98,10902.57,0.332,0.241,1,2,1,1,2.84,3.23,0.31,1.53,0.9,1.27,0.7,74.28,2.1,1.93,4.09,2024-02-23 05:00:00,0.9659258262890683,0.25881904510252074,-0.433883739117558,-0.9009688679024191,61.54,23116.06,0.1852,2.0,6.4,340.71
2024-02-23 00:00:00,6,4,2,False,False,Winter,18.3,1.85,Sunny,False,,32,1495,29,31,12,4,5,10,372.37,12452.3,0.327,0.256,1,2,1,1,3.36,2.89,0.46,1.48,0.83,0.93,0.93,80.78,0.6,0.71,3.97,2024-02-23 06:00:00,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,61.88,23336.83,-0.0312,2.0,6.2,401.69
2024-02-23 00:00:00,7,4,2,False,False,Winter,19.4,0.59,Cloudy,False,,31,1495,40,43,19,8,8,8,311.05,12614.11,0.403,0.373,2,3,1,1,4.11,3.02,0.45,1.39,2.0,1.6,0.91,100.33,1.1,2.0,4.24,2024-02-23 07:00:00,0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,61.17,22665.6,0.3871,2.0,6.1429,293.35
2024-02-23 00:00:00,8,4,2,False,False,Winter,24.4,1.2,Cloudy,False,,43,1495,81,87,35,14,18,20,366.44,32085.91,0.965,0.69,3,5,2,2,7.34,7.71,1.05,3.61,3.09,3.13,1.67,192.49,2.5,1.8,4.11,2024-02-23 08:00:00,0.8660254037844387,-0.4999999999999998,-0.433883739117558,-0.9009688679024191,62.04,22975.0,1.0233,2.0,7.25,368.8
2024-02-23 00:00:00,9,4,2,False,False,Winter,23.7,0.89,Sunny,False,,87,1495,79,82,35,12,18,17,378.65,32787.88,0.802,0.623,3,5,2,2,6.85,5.98,0.94,4.79,2.85,2.69,1.76,177.24,0.1,0.63,3.84,2024-02-23 09:00:00,0.7071067811865476,-0.7071067811865475,-0.433883739117558,-0.9009688679024191,63.5,23642.08,-0.0575,2.0,6.8333,399.85
2024-02-23 00:00:00,10,4,2,False,False,Winter,23.9,0.57,Sunny,False,,82,1495,80,85,37,15,18,15,348.23,28480.67,0.971,0.694,3,5,2,2,11.49,6.63,1.14,4.9,2.68,3.11,1.62,253.78,0.5,1.51,3.95,2024-02-23 10:00:00,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191,63.67,23575.78,0.0366,2.0,7.0833,335.07
2024-02-23 00:00:00,11,4,2,False,False,Winter,24.0,0.16,Cloudy,False,Corporate Conference,85,1495,128,126,53,22,22,29,460.89,61876.36,1.0,0.98,4,7,3,2,16.99,11.61,1.6,6.51,3.97,3.99,3.48,377.66,0.4,1.91,3.62,2024-02-23 11:00:00,0.258819045102521,-0.9659258262890682,-0.433883739117558,-0.9009688679024191,63.92,23330.72,0.4824,2.0,7.875,491.08
2024-02-23 00:00:00,12,4,2,False,False,Winter,26.8,0.62,Cloudy,False,,126,1495,114,114,51,18,23,22,519.46,55873.46,1.0,0.98,4,7,2,2,14.86,10.24,1.66,6.38,3.06,2.59,2.74,325.63,0.9,0.76,4.09,2024-02-23 12:00:00,1.2246467991473532e-16,-1.0,-0.433883739117558,-0.9009688679024191,63.92,23883.15,-0.0952,2.0,7.6,490.12
2024-02-23 00:00:00,13,4,2,False,False,Winter,23.0,2.48,Cloudy,False,,114,1495,115,112,42,17,24,29,518.66,56624.35,1.0,0.874,4,7,2,2,13.49,10.34,0.98,4.93,4.67,3.35,2.81,304.71,2.0,1.96,3.93,2024-02-23 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.433883739117558,-0.9009688679024191,64.12,24441.46,-0.0175,2.0,7.4667,505.57
2024-02-23 00:00:00,14,4,2,False,False,Winter,21.7,2.04,Cloudy,True,,112,1495,118,106,43,21,20,22,360.61,35481.25,1.0,0.959,4,6,2,2,12.77,10.0,1.5,5.29,4.14,3.63,2.78,300.64,0.2,1.2,3.73,2024-02-23 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.433883739117558,-0.9009688679024191,64.62,24680.34,-0.0536,2.0,7.5714,334.73
2024-02-23 00:00:00,15,4,2,False,False,Winter,22.8,1.15,Sunny,False,,106,1495,28,29,12,5,5,7,427.67,13329.49,0.298,0.213,1,2,1,1,2.41,2.21,0.36,1.6,1.25,0.85,0.83,63.55,0.4,1.45,4.15,2024-02-23 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.433883739117558,-0.9009688679024191,64.25,24650.42,-0.7264,2.0,5.8,459.64
2024-02-23 00:00:00,16,4,2,False,False,Winter,22.1,2.78,Cloudy,False,,29,1495,48,44,19,8,8,9,282.7,11964.0,0.49,0.341,2,3,1,1,5.74,2.87,0.64,1.56,1.56,1.07,1.23,122.89,1.7,2.09,3.81,2024-02-23 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,64.12,24335.54,0.5172,2.0,6.2857,271.91
2024-02-23 00:00:00,17,4,2,False,False,Winter,20.4,0.57,Cloudy,False,,44,1495,41,38,16,6,7,9,284.31,10538.58,0.368,0.311,2,3,1,1,4.64,3.06,0.39,2.21,1.2,1.06,0.79,102.52,0.3,1.26,3.98,2024-02-23 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.433883739117558,-0.9009688679024191,63.42,24034.3,-0.1364,2.0,5.4286,277.33
2024-02-23 00:00:00,18,4,2,False,False,Winter,20.6,1.37,Sunny,False,,38,1495,107,104,41,16,20,27,398.94,38551.04,1.0,0.756,3,6,2,2,10.61,8.29,0.92,3.82,3.28,2.22,2.07,236.94,0.1,1.5,3.38,2024-02-23 18:00:00,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,62.92,23950.25,1.7368,2.0,8.0,370.68
2024-02-23 00:00:00,19,4,2,False,False,Winter,17.8,0.31,Cloudy,False,,104,1495,128,136,52,26,26,32,386.5,53675.54,1.0,0.98,4,8,3,2,17.29,13.42,1.43,4.11,5.9,5.44,2.87,394.74,5.1,1.09,4.0,2024-02-23 19:00:00,-0.9659258262890684,0.2588190451025203,-0.433883739117558,-0.9009688679024191,62.75,24522.49,0.3077,2.0,8.0,394.67
2024-02-23 00:00:00,20,4,2,False,False,Winter,17.9,1.91,Sunny,False,,136,1495,132,128,54,21,28,25,304.35,40663.12,1.0,0.971,4,8,3,2,14.84,13.45,1.54,6.33,5.69,3.22,3.51,348.12,0.6,1.4,3.78,2024-02-23 20:00:00,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,62.58,24106.09,-0.0588,2.0,7.5294,317.68
2024-02-23 00:00:00,21,4,2,False,False,Winter,16.0,0.4,Sunny,False,,128,1495,97,94,40,17,18,19,464.74,41096.64,0.911,0.778,3,6,2,2,10.5,7.16,1.27,5.33,4.1,2.21,1.8,240.01,3.0,2.57,3.71,2024-02-23 21:00:00,-0.7071067811865477,0.7071067811865474,-0.433883739117558,-0.9009688679024191,62.29,24488.82,-0.2656,2.0,7.2308,437.2
2024-02-23 00:00:00,22,4,2,False,False,Winter,17.3,3.12,Cloudy,False,,94,1495,15,10,4,1,2,3,480.52,4865.07,0.111,0.088,1,2,1,1,1.34,0.66,0.09,0.32,0.48,0.3,0.16,28.04,0.5,2.41,4.04,2024-02-23 22:00:00,-0.5000000000000004,0.8660254037844384,-0.433883739117558,-0.9009688679024191,62.5,24605.68,-0.8936,2.0,2.0,486.51
2024-02-23 00:00:00,23,4,2,False,False,Winter,17.5,0.03,Cloudy,True,,10,1495,28,24,10,3,4,7,296.41,7188.88,0.219,0.201,1,2,1,1,2.34,2.46,0.21,0.88,0.85,0.88,0.45,57.72,7.0,1.5,4.06,2024-02-23 23:00:00,-0.25881904510252157,0.9659258262890681,-0.433883739117558,-0.9009688679024191,63.29,24826.83,1.4,2.0,4.8,299.54
2024-02-24 00:00:00,0,5,2,True,False,Winter,16.5,0.33,Sunny,True,,24,1519,19,23,10,4,4,5,332.96,7790.05,0.212,0.193,1,2,1,1,2.48,1.68,0.26,1.23,0.67,0.52,0.44,55.41,3.7,0.54,4.23,2024-02-24 00:00:00,0.0,1.0,-0.9749279121818236,-0.2225209339563146,63.46,24914.71,-0.0417,2.0,4.6,338.7
2024-02-24 00:00:00,1,5,2,True,False,Winter,13.9,1.22,Sunny,False,,23,1519,17,14,6,2,2,4,478.14,6594.32,0.137,0.119,1,2,1,1,1.49,1.47,0.21,0.72,0.48,0.51,0.22,36.88,0.1,1.3,4.09,2024-02-24 01:00:00,0.25881904510252074,0.9659258262890683,-0.9749279121818236,-0.2225209339563146,63.75,25076.43,-0.3913,2.0,2.8,471.02
2024-02-24 00:00:00,2,5,2,True,False,Winter,16.4,0.67,Cloudy,False,,14,1519,27,20,9,2,4,5,356.88,6766.57,0.185,0.168,1,2,1,1,2.77,1.83,0.3,0.8,0.99,0.46,0.31,59.64,0.0,1.11,4.11,2024-02-24 02:00:00,0.49999999999999994,0.8660254037844387,-0.9749279121818236,-0.2225209339563146,64.21,25255.82,0.4286,2.0,4.0,338.33
2024-02-24 00:00:00,3,5,2,True,False,Winter,14.1,0.49,Cloudy,True,,20,1519,40,42,21,6,8,7,385.94,17461.41,0.48,0.348,2,3,1,1,3.43,4.05,0.58,1.33,1.66,1.51,0.98,93.37,0.1,0.62,4.12,2024-02-24 03:00:00,0.7071067811865476,0.7071067811865476,-0.9749279121818236,-0.2225209339563146,64.62,25552.37,1.1,2.0,6.0,415.75
2024-02-24 00:00:00,4,5,2,True,False,Winter,17.4,1.2,Sunny,False,,42,1519,25,27,13,4,4,6,414.69,10767.62,0.265,0.214,1,2,1,1,3.46,2.87,0.36,1.17,1.02,0.61,0.71,77.44,1.1,0.9,3.97,2024-02-24 04:00:00,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,64.62,25434.63,-0.3571,2.0,5.4,398.8
2024-02-24 00:00:00,5,5,2,True,False,Winter,20.1,0.37,Sunny,False,,27,1519,44,41,21,6,6,8,489.34,20569.42,0.388,0.317,2,3,1,1,3.57,2.56,0.54,1.52,1.05,1.15,0.91,86.22,0.2,1.0,4.06,2024-02-24 05:00:00,0.9659258262890683,0.25881904510252074,-0.9749279121818236,-0.2225209339563146,65.0,25837.42,0.5185,2.0,5.8571,501.69
2024-02-24 00:00:00,6,5,2,True,False,Winter,19.1,0.97,Sunny,False,,41,1519,32,34,15,4,6,9,363.75,12030.45,0.312,0.294,1,2,1,1,4.48,3.43,0.45,1.34,1.55,0.8,0.57,98.13,0.1,1.12,4.05,2024-02-24 06:00:00,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,65.12,25819.84,-0.1707,2.0,6.8,353.84
2024-02-24 00:00:00,7,5,2,True,False,Winter,20.7,2.86,Cloudy,False,,34,1519,74,67,35,9,10,13,452.62,29356.87,0.615,0.58,2,4,2,1,7.46,4.43,0.67,2.53,3.08,1.6,1.82,166.07,1.9,1.42,3.87,2024-02-24 07:00:00,0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,66.12,26517.46,0.9706,2.0,7.4444,438.16
2024-02-24 00:00:00,8,5,2,True,False,Winter,21.7,0.01,Cloudy,False,,67,1519,75,71,31,12,15,13,486.53,36480.17,0.694,0.624,3,4,2,1,9.47,7.6,0.81,2.89,2.51,1.89,1.29,206.91,1.2,1.7,3.92,2024-02-24 08:00:00,0.8660254037844387,-0.4999999999999998,-0.9749279121818236,-0.2225209339563146,65.46,26700.55,0.0597,2.0,7.1,513.81
2024-02-24 00:00:00,9,5,2,True,False,Winter,20.8,0.07,Cloudy,False,,71,1519,116,109,53,16,17,23,431.63,49965.04,1.0,0.919,4,7,2,2,12.13,10.45,1.56,5.8,5.2,3.12,3.11,294.02,1.2,1.16,3.66,2024-02-24 09:00:00,0.7071067811865476,-0.7071067811865475,-0.9749279121818236,-0.2225209339563146,66.58,27416.27,0.5352,2.0,7.2667,458.39
2024-02-24 00:00:00,10,5,2,True,False,Winter,24.9,0.23,Sunny,True,,109,1519,153,143,65,22,27,29,424.83,56271.56,1.0,0.98,5,8,3,2,13.69,10.34,1.89,6.75,6.31,3.06,3.19,325.56,0.5,2.74,3.78,2024-02-24 10:00:00,0.49999999999999994,-0.8660254037844387,-0.9749279121818236,-0.2225209339563146,69.0,28574.22,0.3119,2.0,7.9444,393.51
2024-02-24 00:00:00,11,5,2,True,False,Winter,24.3,2.09,Cloudy,False,,143,1519,149,130,56,23,24,27,284.73,34447.17,1.0,0.98,4,8,3,2,17.17,14.04,1.9,7.34,6.16,3.35,2.25,388.35,1.2,1.92,3.6,2024-02-24 11:00:00,0.258819045102521,-0.9659258262890682,-0.9749279121818236,-0.2225209339563146,69.17,27431.34,-0.0909,2.0,7.6471,264.98
2024-02-24 00:00:00,12,5,2,True,False,Winter,25.0,2.39,Cloudy,False,,130,1519,173,165,78,25,34,28,313.23,51238.22,1.0,0.98,5,10,3,3,16.0,12.27,1.59,6.65,7.72,4.97,3.07,380.53,0.6,2.67,4.03,2024-02-24 12:00:00,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,71.29,27238.2,0.2692,2.0,7.8571,310.53
2024-02-24 00:00:00,13,5,2,True,False,Winter,24.3,0.51,Sunny,False,,165,1519,164,167,73,23,33,38,354.78,58712.84,1.0,0.98,5,10,3,3,16.45,17.08,1.91,9.16,5.74,4.67,2.92,402.62,3.0,2.47,4.0,2024-02-24 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.9749279121818236,-0.2225209339563146,73.58,27325.22,0.0121,2.0,7.9524,351.57
2024-02-24 00:00:00,14,5,2,True,False,Winter,25.3,0.64,Sunny,False,,167,1519,133,125,56,18,22,29,469.16,57450.06,1.0,0.979,4,7,3,2,12.88,9.05,1.55,6.76,3.34,4.05,1.94,300.98,0.9,1.54,3.71,2024-02-24 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146,74.38,28240.59,-0.2515,2.0,7.8125,459.6
2024-02-24 00:00:00,15,5,2,True,False,Winter,24.0,1.49,Cloudy,True,,125,1519,87,82,35,12,18,17,456.15,40286.81,0.799,0.607,3,5,2,2,8.34,6.26,0.8,3.55,3.37,2.15,1.33,191.52,1.5,1.93,3.94,2024-02-24 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.9749279121818236,-0.2225209339563146,76.58,29363.81,-0.344,2.0,6.8333,491.3
2024-02-24 00:00:00,16,5,2,True,False,Winter,23.5,0.98,Cloudy,False,,82,1519,63,63,28,9,12,14,407.2,26422.54,0.671,0.476,2,4,2,1,7.98,5.91,0.72,3.76,2.21,1.39,1.72,177.12,0.3,0.86,4.12,2024-02-24 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,77.38,29966.25,-0.2317,2.0,7.0,419.41
2024-02-24 00:00:00,17,5,2,True,False,Winter,19.8,0.26,Cloudy,True,,63,1519,89,80,40,13,13,14,512.62,41179.79,0.864,0.645,3,5,2,1,7.43,7.96,0.88,2.71,2.24,1.86,2.27,180.87,5.6,1.6,3.87,2024-02-24 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.9749279121818236,-0.2225209339563146,79.12,31242.97,0.2698,2.0,7.2727,514.75
2024-02-24 00:00:00,18,5,2,True,False,Winter,20.9,0.28,Sunny,False,,80,1519,132,131,67,19,23,22,428.67,59131.54,1.0,0.98,4,8,3,2,15.45,13.9,1.9,6.54,3.3,2.89,3.65,355.3,0.1,1.01,3.96,2024-02-24 18:00:00,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,80.25,32100.49,0.6375,2.0,7.7059,451.39
2024-02-24 00:00:00,19,5,2,True,False,Winter,21.1,0.41,Sunny,False,,131,1519,206,202,105,24,30,43,434.12,91963.78,1.0,0.98,6,12,4,3,26.92,14.32,1.77,9.79,9.2,6.39,5.95,585.5,1.9,0.92,3.71,2024-02-24 19:00:00,-0.9659258262890684,0.2588190451025203,-0.9749279121818236,-0.2225209339563146,83.0,33695.83,0.542,2.0,8.08,455.27
2024-02-24 00:00:00,20,5,2,True,False,Winter,18.3,0.27,Sunny,False,,202,1519,184,185,93,23,30,39,429.68,82838.05,1.0,0.98,6,11,4,3,17.18,20.34,2.35,7.8,4.97,5.92,4.56,440.55,2.0,2.46,3.95,2024-02-24 20:00:00,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,85.38,35453.12,-0.0842,2.0,7.7083,447.77
2024-02-24 00:00:00,21,5,2,True,False,Winter,14.5,0.51,Sunny,False,,185,1519,134,130,65,20,20,25,315.84,41073.63,1.0,0.98,4,8,3,2,12.16,8.45,1.39,7.48,5.02,3.43,2.58,289.7,0.2,2.34,3.82,2024-02-24 21:00:00,-0.7071067811865477,0.7071067811865474,-0.9749279121818236,-0.2225209339563146,86.88,35452.16,-0.2973,2.0,7.6471,315.95
2024-02-24 00:00:00,22,5,2,True,False,Winter,16.5,0.22,Sunny,False,,130,1519,27,20,8,4,4,4,393.41,7944.27,0.214,0.171,1,2,1,1,1.62,1.32,0.18,1.05,0.72,0.62,0.53,41.4,0.5,1.93,4.11,2024-02-24 22:00:00,-0.5000000000000004,0.8660254037844384,-0.9749279121818236,-0.2225209339563146,87.29,35580.46,-0.8462,2.0,4.0,397.21
2024-02-24 00:00:00,23,5,2,True,False,Winter,13.9,4.02,Cloudy,False,,20,1519,12,6,2,1,1,2,330.85,1842.36,0.059,0.049,1,2,1,1,0.68,0.64,0.05,0.18,0.16,0.18,0.15,15.52,1.0,1.6,3.84,2024-02-24 23:00:00,-0.25881904510252157,0.9659258262890681,-0.9749279121818236,-0.2225209339563146,86.54,35357.69,-0.7,2.0,1.2,307.06
2024-02-25 00:00:00,0,6,2,True,False,Winter,14.5,1.13,Cloudy,False,,6,2077,14,11,5,1,2,3,511.07,5190.46,0.111,0.082,1,2,1,1,1.3,0.78,0.16,0.54,0.52,0.29,0.3,29.66,0.6,2.48,4.02,2024-02-25 00:00:00,0.0,1.0,-0.7818314824680299,0.6234898018587334,86.04,35249.37,0.8333,2.0,2.2,471.86
2024-02-25 00:00:00,1,6,2,True,False,Winter,16.5,0.93,Sunny,True,,11,2077,38,24,12,3,4,5,399.61,8982.43,0.264,0.192,1,2,1,1,2.35,1.96,0.35,0.74,0.95,0.84,0.63,58.42,1.5,1.69,3.84,2024-02-25 01:00:00,0.25881904510252074,0.9659258262890683,-0.7818314824680299,0.6234898018587334,86.46,35348.88,1.1818,2.0,4.8,374.27
2024-02-25 00:00:00,2,6,2,True,False,Winter,18.8,0.12,Sunny,True,Cricket Match Nearby,24,2077,25,25,13,3,4,5,528.19,13165.23,0.267,0.216,1,2,1,1,3.22,2.48,0.23,0.93,0.79,0.91,0.68,72.33,0.8,2.15,4.36,2024-02-25 02:00:00,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334,86.67,35615.49,0.0417,2.0,5.0,526.61
2024-02-25 00:00:00,3,6,2,True,False,Winter,16.7,0.79,Sunny,False,,25,2077,27,31,15,5,5,6,382.02,11128.94,0.3,0.278,1,2,1,1,2.9,3.12,0.46,1.54,1.26,0.82,0.47,73.05,0.3,0.8,4.08,2024-02-25 03:00:00,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,86.21,35351.64,0.24,2.0,6.2,359.0
2024-02-25 00:00:00,4,6,2,True,False,Winter,17.8,0.89,Cloudy,False,,31,2077,48,33,15,6,6,6,448.04,15106.84,0.348,0.242,1,2,1,1,3.73,3.46,0.47,1.14,0.89,0.85,0.98,87.19,0.0,2.82,3.84,2024-02-25 04:00:00,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,86.46,35532.44,0.0645,2.0,6.6,457.78
2024-02-25 00:00:00,5,6,2,True,False,Winter,17.2,0.31,Cloudy,False,City Marathon,33,2077,39,44,19,6,8,11,375.46,15974.72,0.419,0.341,2,3,1,1,4.61,3.09,0.57,1.48,2.14,0.96,1.28,106.37,2.1,2.32,4.05,2024-02-25 05:00:00,0.9659258262890683,0.25881904510252074,-0.7818314824680299,0.6234898018587334,86.58,35340.99,0.3333,2.0,6.2857,363.06
2024-02-25 00:00:00,6,6,2,True,False,Winter,19.6,0.35,Sunny,False,,44,2077,25,30,14,4,5,7,339.13,10347.47,0.309,0.274,1,2,1,1,3.17,2.35,0.4,0.96,1.47,0.85,0.59,74.15,4.4,1.78,3.94,2024-02-25 06:00:00,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,86.42,35270.87,-0.3182,2.0,6.0,344.92
2024-02-25 00:00:00,7,6,2,True,False,Winter,19.4,0.21,Sunny,False,,30,2077,68,58,26,11,10,11,295.9,17558.62,0.66,0.513,2,4,1,1,7.31,4.06,0.86,3.34,1.69,1.81,1.35,162.93,0.7,1.51,3.83,2024-02-25 07:00:00,0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,86.04,34779.27,0.9333,2.0,7.25,302.73
2024-02-25 00:00:00,8,6,2,True,False,Winter,20.2,0.9,Sunny,False,,58,2077,84,88,41,16,17,14,417.45,35101.59,0.962,0.701,3,5,2,2,11.37,6.36,1.11,2.89,2.25,2.73,1.62,242.67,0.1,1.5,4.03,2024-02-25 08:00:00,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,86.75,34721.83,0.5172,2.0,7.3333,398.88
2024-02-25 00:00:00,9,6,2,True,False,Winter,23.7,1.57,Sunny,False,,88,2077,98,105,51,14,20,20,405.5,40717.65,1.0,0.881,3,6,2,2,8.92,6.87,1.46,3.5,2.73,2.83,2.31,217.64,1.0,2.33,3.77,2024-02-25 09:00:00,0.7071067811865476,-0.7071067811865475,-0.7818314824680299,0.6234898018587334,86.58,34336.52,0.1932,2.0,8.0769,387.79
2024-02-25 00:00:00,10,6,2,True,False,Winter,22.2,3.74,Cloudy,False,,105,2077,97,98,44,14,18,22,321.01,32329.38,0.961,0.769,3,6,2,2,10.55,8.54,0.88,5.02,4.61,2.5,1.74,242.96,1.7,0.58,4.0,2024-02-25 10:00:00,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334,84.71,33338.93,-0.0667,2.0,7.5385,329.89
2024-02-25 00:00:00,11,6,2,True,False,Winter,21.8,0.23,Sunny,False,,98,2077,133,133,58,24,29,22,319.12,43974.91,1.0,0.98,4,8,3,2,16.34,8.16,1.23,5.87,6.43,3.57,3.25,353.71,0.0,1.71,4.1,2024-02-25 11:00:00,0.258819045102521,-0.9659258262890682,-0.7818314824680299,0.6234898018587334,84.83,33735.92,0.3571,2.0,7.8235,330.64
2024-02-25 00:00:00,12,6,2,True,False,Winter,24.8,0.19,Sunny,False,,133,2077,172,169,84,27,27,31,331.63,57537.1,1.0,0.98,5,10,3,3,18.51,13.41,1.71,9.87,6.37,5.28,4.94,436.07,1.3,0.98,3.73,2024-02-25 12:00:00,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334,85.0,33998.38,0.2707,2.0,8.0476,340.46
2024-02-25 00:00:00,13,6,2,True,False,Winter,23.2,2.0,Cloudy,False,,169,2077,172,175,82,30,28,35,461.33,75701.14,1.0,0.98,5,10,3,3,20.04,11.53,1.73,7.37,6.51,3.5,4.96,434.8,0.0,1.44,4.0,2024-02-25 13:00:00,-0.2588190451025208,-0.9659258262890683,-0.7818314824680299,0.6234898018587334,85.33,34706.22,0.0355,2.0,8.3333,432.58
2024-02-25 00:00:00,14,6,2,True,False,Winter,21.3,1.12,Cloudy,False,Farmers Market,175,2077,150,157,71,22,26,38,283.31,42490.36,1.0,0.98,5,9,3,2,15.79,10.46,1.89,6.32,6.58,5.47,3.73,378.68,0.4,1.0,3.92,2024-02-25 14:00:00,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,86.67,34082.9,-0.1029,2.0,8.2632,270.64
2024-02-25 00:00:00,15,6,2,True,False,Winter,23.1,0.82,Sunny,False,Tech Summit,157,2077,81,81,37,11,15,18,486.5,41718.68,0.809,0.676,3,5,2,2,9.64,7.95,0.88,3.59,3.4,3.04,2.18,227.73,0.0,2.21,4.03,2024-02-25 15:00:00,-0.7071067811865471,-0.7071067811865479,-0.7818314824680299,0.6234898018587334,86.62,34142.56,-0.4841,2.0,6.75,515.05
2024-02-25 00:00:00,16,6,2,True,False,Winter,21.4,1.05,Cloudy,False,,81,2077,69,73,36,9,14,14,315.8,23652.23,0.799,0.61,3,5,2,1,8.26,4.6,0.94,3.03,2.41,2.91,1.74,191.31,1.5,2.04,4.06,2024-02-25 16:00:00,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,87.04,34027.13,-0.0988,2.0,6.6364,324.0
2024-02-25 00:00:00,17,6,2,True,False,Winter,22.2,7.31,Cloudy,False,,73,2077,76,60,13,13,16,18,512.6,28454.42,0.613,0.467,2,4,1,1,4.81,6.3,0.6,2.26,2.73,1.53,1.49,127.79,2.1,3.34,3.64,2024-02-25 17:00:00,-0.9659258262890683,-0.25881904510252063,-0.7818314824680299,0.6234898018587334,86.21,33496.91,-0.1781,2.0,7.5,474.24
2024-02-25 00:00:00,18,6,2,True,False,Winter,16.3,0.98,Cloudy,False,,60,2077,134,135,62,19,26,28,441.62,62759.24,1.0,0.98,4,8,3,2,16.37,8.48,1.18,7.34,4.16,3.66,2.32,348.79,0.3,1.02,3.61,2024-02-25 18:00:00,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,86.38,33648.06,1.25,2.0,7.9412,464.88
2024-02-25 00:00:00,19,6,2,True,False,Winter,17.2,1.36,Sunny,False,,135,2077,181,186,94,25,33,34,455.19,91013.99,1.0,0.98,6,11,4,3,17.82,12.3,1.71,7.44,6.58,7.08,3.34,426.05,4.3,2.26,4.1,2024-02-25 19:00:00,-0.9659258262890684,0.2588190451025203,-0.7818314824680299,0.6234898018587334,85.71,33608.49,0.3778,2.0,7.75,489.32
2024-02-25 00:00:00,20,6,2,True,False,Winter,18.1,1.87,Cloudy,False,,186,2077,191,188,98,25,27,38,463.06,88074.28,1.0,0.98,6,11,4,3,22.05,13.61,2.69,6.26,8.66,4.09,2.89,482.31,0.3,1.92,3.41,2024-02-25 20:00:00,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,85.83,33826.66,0.0108,2.0,7.8333,468.48
2024-02-25 00:00:00,21,6,2,True,False,Winter,16.9,0.27,Sunny,False,,188,2077,134,126,65,20,23,18,295.08,39208.17,1.0,0.98,4,7,3,2,12.44,13.3,1.36,6.18,4.49,3.6,2.92,306.89,0.5,2.4,3.52,2024-02-25 21:00:00,-0.7071067811865477,0.7071067811865474,-0.7818314824680299,0.6234898018587334,85.67,33748.94,-0.3298,2.0,7.875,311.18
